TRAT	DAP	REP	Umidade	Condutividade	Altura	Caule	Folhas	Flor.m	Flor.f	Frutos	Bojo	Pesc	Comp.frutos	Peso.frutos				
PBRANCO	28	1	13.6	393	98.60	10.70	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	1	13.8	397	127.30	14.70	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	1	13.7	396	94.60	8.20	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	1	13.6	393	99.70	8.00	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	1	14.4	409	65.70	9.50	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	1	13.8	397	48.50	7.50	6	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	13.3	388	56.40	10.50	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	13.3	388	63.40	9.00	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	13.3	387	34.60	8.00	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	12.8	388	69.30	7.90	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	15.0	421	55.70	11.30	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	13.0	381	102.00	10.40	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	12.7	376	64.80	8.90	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	13.3	388	84.40	6.50	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	12.3	368	47.80	11.10	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	2	12.7	366	76.60	8.20	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	13.2	385	43.40	9.90	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.3	367	54.90	10.10	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.1	364	72.50	9.80	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.4	369	96.50	12.20	16	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.8	368	11.50	12.00	5	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	11.8	368	30.40	11.80	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	11.5	362	13.50	6.50	5	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.3	368	77.20	11.60	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	14.2	406	52.70	8.90	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	3	12.9	380	52.30	11.50	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	14.2	406	66.20	8.20	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	12.8	366	44.50	10.50	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	13.0	382	51.70	8.80	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	11.9	360	40.50	8.20	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	11.8	358	62.00	10.60	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	11.7	356	65.30	10.00	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	13.3	368	62.10	8.80	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	13.3	424	74.00	11.30	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	15.1	369	25.50	7.20	6	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	28	4	12.4	360	35.30	8.50	7	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.1	374	94.20	11.60	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	12.7	365	87.00	8.50	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.1	374	70.90	8.70	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	12.7	375	115.00	10.20	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.8	398	58.00	8.80	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.4	390	71.00	7.90	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.1	386	28.00	9.00	7	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.5	392	57.00	9.00	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	14.3	408	46.00	8.00	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	1	13.9	399	38.00	7.80	5	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.0	362	19.80	10.48	6	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.8	397	92.00	11.70	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	12.9	380	109.00	9.40	15	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.8	397	53.00	12.80	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.2	386	54.30	8.70	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.2	385	44.00	9.70	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	14.9	420	35.00	10.50	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.1	374	115.00	11.20	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.9	399	101.50	10.00	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	2	13.3	388	55.60	9.80	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.6	363	40.50	8.70	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.9	369	73.00	11.00	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	13.6	363	37.00	10.50	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	13.6	393	54.50	9.50	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	13.0	361	72.00	9.80	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.9	380	43.00	8.70	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.7	366	82.00	11.80	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.8	368	60.50	11.80	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	12.3	367	65.40	8.70	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	3	13.3	388	61.00	8.90	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	13.0	382	80.00	9.50	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	13.0	382	47.00	9.50	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	12.4	370	71.00	9.80	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	12.7	375	68.00	9.30	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	13.9	399	57.00	9.20	7	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	13.3	388	41.50	8.00	6	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	12.6	363	67.10	9.70	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	12.9	369	22.00	8.30	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	13.6	363	66.00	12.00	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	28	4	12.9	380	71.20	10.40	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.3	368	77.50	8.93	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.7	373	38.00	8.83	5	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.7	373	67.30	8.88	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	13.9	400	95.30	10.71	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.6	364	44.80	9.96	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.6	364	33.20	13.09	11	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.4	360	29.80	8.37	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.6	363	47.70	8.31	7	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.6	363	15.00	6.92	7	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	1	12.5	362	14.80	6.18	4	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	13.4	390	52.60	14.86	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	13.4	400	51.50	7.49	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	15.3	428	19.40	6.68	5	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	13.6	394	52.70	11.12	11	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	12.6	363	15.00	5.65	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	13.0	362	11.50	7.02	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	12.4	369	43.70	8.53	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	12.8	368	23.80	9.07	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	12.9	369	24.60	8.85	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	2	13.3	367	11.00	9.46	4	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.2	362	16.50	7.72	4	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.9	380	80.70	10.92	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.9	369	44.00	10.93	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.8	368	57.40	11.55	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.3	367	36.50	9.10	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	13.2	365	50.00	12.49	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.3	367	77.90	11.77	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	12.5	362	67.60	9.78	11	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	13.3	367	81.50	12.58	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	3	13.3	371	82.40	10.18	10	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	10.6	334	26.00	9.12	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	12.1	363	58.60	11.68	9	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	10.8	338	33.00	8.43	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	11.5	352	54.60	10.61	10	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	12.0	340	58.60	9.98	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	12.7	366	60.50	10.94	10	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	12.4	369	49.00	10.69	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	12.5	362	50.60	8.62	7	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	11.8	357	35.00	7.66	6	NA	NA	NA	NA	NA	NA	NA				
TANZ	28	4	13.0	382	41.60	8.84	9	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	14.8	417	37.20	9.50	6	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	14.7	415	45.00	7.60	8	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	14.4	409	14.00	6.50	4	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	15.8	438	108.00	10.80	16	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	13.5	391	100.00	9.50	13	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	13.5	391	97.50	10.30	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	15.5	432	26.00	5.90	6	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	15.6	434	65.50	7.00	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	15.0	422	111.40	9.30	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	1	13.2	386	92.00	9.70	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	17.4	470	297.50	8.40	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	12.9	379	102.60	8.20	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	14.6	414	62.20	9.90	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	14.4	410	125.00	8.60	20	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	12.8	378	43.00	7.10	9	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	15.7	436	38.00	7.60	9	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	13.2	385	120.80	9.90	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	13.0	382	110.30	10.30	14	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	14.5	411	51.00	12.10	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	2	13.0	381	109.00	8.30	14	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	17.1	463	84.80	10.60	13	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	15.3	428	107.00	9.40	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	15.9	439	76.20	8.80	13	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	15.3	427	55.00	8.70	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	12.4	369	55.00	9.20	8	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	13.9	400	88.00	9.00	13	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	13.8	426	62.00	8.20	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	14.2	405	101.00	9.30	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	12.0	362	76.00	8.50	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	3	11.9	360	39.00	5.50	7	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	13.6	393	100.70	9.70	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	10.6	333	57.00	10.70	9	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	11.5	353	109.00	9.40	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	11.6	354	74.60	9.20	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	11.7	355	128.00	10.80	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	11.1	344	92.00	12.05	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	12.0	362	46.00	8.46	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	13.8	397	93.80	8.60	11	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	13.3	388	36.00	8.70	8	NA	NA	NA	NA	NA	NA	NA				
CAPI	36	4	12.1	364	61.00	9.70	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.3	368	60.00	7.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.3	368	34.00	9.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.9	380	22.00	5.00	4	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	13.3	388	56.50	7.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.3	368	57.00	7.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.9	380	59.00	6.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	12.9	370	53.40	8.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	11.5	351	55.30	9.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	11.8	358	61.00	7.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	1	11.8	351	26.00	9.80	5	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	10.6	334	46.50	9.80	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	11.1	344	14.00	6.70	4	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	13.0	382	29.50	6.30	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	11.1	344	45.70	7.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	11.8	358	43.20	7.50	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	12.4	360	75.00	6.90	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	13.3	387	17.30	5.30	5	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	12.7	365	18.00	4.70	6	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	12.9	380	27.00	6.30	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	2	12.9	380	18.00	4.00	4	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	10.8	338	50.50	10.30	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	11.1	344	32.00	9.40	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	11.8	358	85.30	9.50	10	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	12.9	380	81.50	9.60	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	13.3	397	82.00	8.40	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	6.7	255	89.30	8.30	10	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	7.6	274	52.00	9.30	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	12.9	379	47.50	7.80	10	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	11.2	346	57.00	9.90	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	3	12.6	373	90.00	11.80	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.9	379	36.00	6.70	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	11.1	343	104.00	9.40	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.4	370	92.00	8.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	11.2	346	45.00	9.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.6	373	80.00	8.50	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.6	373	58.00	8.90	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.4	380	96.00	8.40	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	12.9	370	75.00	6.58	10	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	11.5	351	81.00	10.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	36	4	11.8	358	56.00	9.00	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	12.6	373	83.00	10.60	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	13.0	381	122.00	8.40	16	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	15.0	421	70.00	8.70	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	13.3	386	53.80	9.40	7	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	16.6	404	146.60	9.20	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	14.7	415	165.60	10.00	18	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	16.3	447	127.20	10.60	19	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	15.2	426	137.50	11.20	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	13.9	399	92.00	8.70	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	1	12.3	368	68.00	8.00	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	14.4	410	111.50	9.70	16	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	12.0	361	62.00	12.60	22	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	13.9	400	43.00	10.70	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	12.9	380	104.00	8.60	17	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	13.9	400	89.00	11.40	15	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	15.6	474	133.40	10.50	17	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	13.9	399	94.50	9.20	15	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	14.5	411	113.30	8.60	17	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	13.2	385	80.00	9.60	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	2	12.9	379	111.00	9.80	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	12.3	367	80.00	10.00	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	12.9	379	93.30	9.40	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	12.8	378	70.00	10.20	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	13.0	381	135.40	11.90	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	13.3	389	33.00	10.40	6	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	11.8	358	61.80	11.00	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	13.2	386	27.00	8.90	6	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	12.9	379	113.50	9.30	17	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	13.3	389	91.00	8.70	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	3	13.3	389	50.00	8.80	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	14.7	415	95.50	8.40	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	14.2	406	68.80	9.50	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	14.5	409	83.50	9.20	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	14.0	402	69.50	10.10	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	13.8	397	100.00	11.40	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	12.9	380	101.80	9.40	9	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	12.9	379	87.50	8.90	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	12.5	372	103.00	11.10	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	11.4	350	45.00	9.90	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	36	4	13.9	399	58.20	10.00	9	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.1	384	142.60	12.69	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.0	382	122.00	9.00	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	12.6	364	115.00	9.00	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.7	396	143.20	9.60	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.3	388	102.00	9.00	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	12.6	374	104.00	9.80	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	12.4	360	55.00	8.50	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.5	398	90.50	8.30	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	13.5	398	77.00	9.10	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	1	12.9	379	53.50	8.90	7	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	13.7	396	44.00	11.00	6	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	14.2	406	145.00	10.40	18	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	14.6	414	160.00	11.80	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	12.4	370	68.00	12.50	19	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	13.4	390	99.00	8.80	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	12.9	380	61.00	9.60	17	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	12.5	372	48.00	9.80	15	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	13.4	390	163.50	11.70	18	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	12.4	371	139.80	12.30	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	2	12.9	380	83.50	12.80	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	13.0	382	78.00	9.80	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	13.6	394	120.00	9.40	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	12.9	380	59.00	9.70	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	16.9	459	55.00	9.30	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	12.2	378	115.00	10.30	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	15.3	427	83.50	9.30	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	13.3	395	127.00	10.90	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	13.3	387	107.00	12.55	18	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	14.4	410	114.80	8.30	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	3	12.9	380	101.00	9.00	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	11.7	355	116.00	10.60	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	15.1	424	58.00	9.80	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	14.6	414	109.00	8.80	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	13.6	394	109.30	9.40	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	15.0	421	89.40	8.90	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	12.3	368	66.00	8.10	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	13.0	382	89.70	10.00	12	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	12.3	368	45.80	8.50	8	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	13.0	382	92.00	11.30	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	36	4	12.3	368	97.50	9.70	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	13.3	387	118.50	8.85	11	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	13.2	396	64.00	8.90	10	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.6	367	110.50	7.59	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.1	364	152.00	11.45	14	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.1	364	80.00	8.50	16	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	11.8	358	54.00	11.31	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.6	363	60.50	7.75	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.5	362	78.50	6.97	10	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	12.6	363	37.20	7.65	7	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	1	11.9	360	34.00	7.50	5	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	2	15.3	428	91.00	13.92	17	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	2	14.4	410	85.50	9.37	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	2	14.8	418	41.00	8.75	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	36	2	13.8	398	44.00	11.72	14	NA	NA	NA	NA	NA	NA	NA				
